text_raw,vader_pred,tb_pred,tr_pred,tr_top_emotion,real_y,vader_neg,vader_neu,vader_pos,vader_compound,tb_polarity,tb_subjectivity,sadness,joy,love,anger,fear,surprise
"My husband and I flew on British Airways flight BA-228 from Baltimore to London Heathrow leaving on the 12th February 2019. Every aspect of the flight was poorer than what budget airlines have to offer. The plane was shabby and dated. The seat reclining facility did not operate properly, was not that comfortable, and we had less legroom than the equivalent with budget airlines. The touch screen TV monitor was not working properly. One ear bud on the headphones did not work. The audio socket was too loose for the headphones so the plug kept falling out making it difficult to enjoy the in-flight entertainment (which in itself had a dated choice). The pillow was disgusting and kept falling out of the flimsy cover. The air conditioning lacked consistency alternating between very hot and very cold air. The restroom occupied sign always lit up as vacant even if it was occupied. However what made the flight very unpleasant was the bad attitude of the cabin crew. They were abrupt, unfriendly and quite clearly did not want to be there. There was one exception, an extremely pleasant older crew member who greeted us on and off the flight. There did not appear to be any organisation or smooth co-ordination when distributing the meals. Our two trays of food where placed on top of each other and practically thrown at us by a sour faced crew member. This flight was one hour late making us nervous about catching our connecting flight. There was no information or instructions given to us about connecting flight gate numbers before we landed. Unlike all the other airlines that I have travelled with there were no staff member greeting the connecting customers to point them in the right direction or re-assure them. British Airways would be my last choice of an airline to travel with and I would only fly with them again if there was no other option.",negative,neutral,negative,anger,negative,0.101,0.845,0.054,-0.9158,-0.004012515,0.5471092796092797,0.2520672380924225,0.003182592,0.000889386,0.7265532612800598,0.016651696,0.000655793
"I booked Premium Economy from INV to LAX (via LHR). They notified me of a cancelled flight on my return journey and rebooked me on a flight that my connecting flight arrived too late for! Then they cancelled a flight on my journey to LAX! They then cancelled the rebooked flight on the return journey and rebooking me back on the first flight that they had rebooked me on - the flight that I have no chance of making as my return flight arrives too late into LHR. They re-routed me from LAX to JFK to LHR - which I would have accepted - but they booked the journey in Economy (LAX to JFK) which my husband (6'4"" with a knee injury) - cannot do and now they won't change it - even though they have a direct flight from LAX to LHR with Premium Economy and unacceptable flight allows us 54 mins to transfer flights at JFK - and my husband won't be able to walk slowly, let alone quickly, after enduring the 6-hour flight from LAX to LHR. I have chatted only to have my calls disconnected and I also have online chat which proves I did not accept this re-routed flight to JFK but they won't budge.",negative,neutral,negative,anger,negative,0.088,0.905,0.007,-0.9421,0.041458333,0.4458333333333333,0.035775531,0.067942984,0.003113632,0.8220819234848022,0.069781192,0.001304629
"First leg CAI-LHR was on time, flight crew was pleasant, but the seating was very cramped and legroom almost non-existent. The second leg LHR-JFK wasn't much different with helpful crew but horrible seating space. My knees were pressed against the seat in front of me constantly and had to relieve them one at a time. It used to be a flagship carrier but now it's not much better than a budget airline. Will do my best to avoid.",positive,positive,positive,joy,negative,0.11,0.72,0.17,0.7042,0.1037037037037037,0.48148148148148145,0.019505331,0.9730815291404724,0.001944503,0.003926908,0.000938218,0.000603471
"BA continue to charge a premium for the most disgusting service, provided by people who shouldn't be in customer service, on tired, dirty and cramped aircraft. Out of 11 flights this year, not one has managed to depart or arrive at their destinations on-time. Including having 3 business class tickets cancelled and an alternative in economy being offered, still no refunds 3 months on and had a flight late and missed connection, so BA cancelled the rest of my ticket, leaving me stranded in the US. ",negative,negative,negative,anger,negative,0.187,0.813,0,-0.9448,-0.36,0.72,0.08329881,0.001232365,0.000509552,0.9119446873664856,0.00249747,0.000517181
Flew British Airways from London Heathrow to Johannesburg. We enjoyed the flight very much on the A380. We chose two seats together and it was comfortable. The inflight entertainment was good and had a fair choice. The food was ok and there were plenty of drinks to go round. Staff were professional and helpful.,positive,positive,positive,joy,positive,0,0.706,0.294,0.9559,0.3288888888888889,0.47333333333333333,0.000236384,0.9983440637588501,0.0009418,0.000207009,0.000109052,0.00016168
"I flew London to Cairo and return in October 2023. It was basically a perfectly good pair of flights in Economy, with pleasant and professional cabin crew (especially on the return journey). Being only 1.73 m tall I have no problem with legroom in the back of the plane, the seat was OK if getting a little numbing after 5 hours, and the return of a rather good included snack box and drinks was welcome. However, it must be said that the value for money was poor: with a checked bag on the return leg only, this was a nearly £700 ticket. And although I am content to pass the time by reading or sleeping, it was surprising to find no in-flight entertainment on 5-hour flights. However, overall I would still recommend BA and would do so even more enthusiastically if it was more sensibly priced.",positive,positive,positive,joy,positive,0.055,0.757,0.189,0.9726,0.2791666666666667,0.5686274509803922,0.00104305,0.9977593421936035,0.000399855,0.00039979,0.000199746,0.000198125
LHR-FRA-LHR in spotlessly clean airbuses both looked brand new (although they weren't). Crews were immensely friendly and helpful with a smile for everybody. Slight delay on the return leg but kept well informed. Only minus point is the remote stands at FRA that slow boarding and disembarkation to a snails pace.,positive,positive,positive,joy,positive,0.027,0.809,0.164,0.6855,0.056818182,0.4023569023569024,0.000176859,0.998618484,0.000769818,0.000179308,0.000104809,0.000150722
"The flight was delayed over 6 hours and this of course caused us to missed our connection flight and change to a different route, finally I lost my luggage and no one has any information. I will never again travel with British Airways.",negative,neutral,negative,sadness,negative,0.181,0.819,0,-0.765,0,0.5333333333333333,0.9976707100868225,0.000304791,0.000121457,0.001077498,0.000696231,0.000129362
"You can buy sandwiches and crisps but don't expect a hot meal. Because the plane is a narrow body , there are no screens. Not helping matters is the fact that the BA prebooking shop for food didn't recognise the flight number, and the onboard  WiFi didn't work. ",negative,neutral,positive,joy,negative,0.121,0.851,0.028,-0.5849,0.024999999999999994,0.625,0.030117532,0.5724664330482483,0.03880547,0.3477950990200043,0.009408794,0.001406609
"London Heathrow - Vancouver - London Heathrow. First impressions could have been better as this flight departs from Terminal 3, rather than terminal 5 at Heathrow. The departure lounge was being used by multiple longhaul flights on large aircraft meaning that the area as crammed full with most passengers having to stand and making it difficult to access the departure gates. However the ground staff did their best to manage the situation and were clearly used to having to manage it. Once on board I found the cabin to be very clean. Unlike many airlines, BA offers economy seating upstairs on the A380 where the ride is noticably smoother and quieter than on most other aircraft. However the profile of the cabin means that the overhead lockers are smaller than usual, which could be an issue for those with roller cases. The IFE system provided is excellent. I also ordered one of BA's new gourmet meal offerings rather than take the standard meal. This option was well worth taking up, offering an improved choice and quality. The service provided by the flight attendants was friendly and professional and this is one area where British Airways seems to do consistently well. If I have a criticism it is that the 31 inch seat pitch seems miserly for a 9-10 hour flight. Arrival at Vancouver was on time and I was through immigration and landside in about 20 minutes. Processing through security for departure from YVR was equally efficient. The return flight offered a similar experience to the outward one, although arrival in London was an hour late. However the relatively quiet cabin on the A380 meant that I was able to get some sleep. Unfortunately the arrival experience at LHR terminal 3 was no better than the departure one. A lengthy walk to arrivals concluded with having to join a slow-moving, snaking line to clear immigration. A marked contrast to the experience at YVR.",positive,positive,positive,joy,positive,0.035,0.85,0.114,0.9781,0.164464122,0.4280742489833399,0.002239326,0.9920503497123718,0.000755675,0.003563578,0.000985238,0.000405833
A short haul from Gatwick to Rome and I had no expectations. Check in was quick and we were on a vintage Boeing 737. All in all very happy. They supplied a decent enough snack. Drinks service was efficient. There was no in- flight entertainment available but we should all be able to cope for 2 hours without surely? Comfortable enough friendly service got there on time and good price. All adds up to a happy traveller.,positive,positive,positive,joy,positive,0.102,0.695,0.202,0.8918,0.38958333333333334,0.6159722222222223,0.000284907,0.9988996982574463,0.000325026,0.000197415,0.000120165,0.000172803
"Our first time flying to Dominican Republic and found the best deal with British Airways and the benefit was it is a direct flight from Gatwick to Punta Cana. On the outbound flight, the plane was half empty, so it was nice and spacious. The BA Boeing 777 is an outdated plane which has been used in their fleet for many years and has not had a refurb I would say in about 10+ years - I suppose this is why the flight was so cheap. The staff on board were friendly and efficient. The seat pitch is large so I could sit for 9+ hours comfortably, the seats despite the plane being old, were comfortable and not showing signs of wear. The entertainment system is what shows the age of the plane, one of the smallest screens in the industry. They are very small, and the anti-glare screen is hard to see from you need to keep adjusting the brightness of the screen throughout the movie. The range of movies was good. Food was ok nothing special and not really a choice.",positive,positive,positive,joy,positive,0.026,0.815,0.159,0.9807,0.21490929705215417,0.4854761904761904,0.000643696,0.9978443384170532,0.000582001,0.000558461,0.000194438,0.000177015
"Shanghai to Tampa via Heathrow/Gatwick. We received deplorable customer service recently from British Airways. I purchased business class tickets on 11/28/2016 for flights on September 30, 2017. I purchased two tickets for a total of $9,676.26 plus an additional $652 for seat assignments. The problems occurred on our return flights. We were booked October 17, 2017 on BA168 Shanghai to LHR  London with continuing service, October 18, 2017 from London Gatwick)to Tampa. We were disembarking a cruise ship at the port of Shanghai on October 17, 2017. We checked in online 24 hours before our flights scheduled departure at 11:00 A.M. On the evening of October 16, 2017 the captain announced that the ship would not dock at the port as scheduled at 7:00 A.M. In the morning on October 17, the Captain announced that the Chinese had shut down the port and were not allowing any ships to dock. After these announcements we frantically tried to contact British Airways because we expected that we would miss our 11:00 AM flight. We were unable to do so. We were informed that in order to exit China without a visa, we needed to have proof of our flights leaving the country. We were aware of this requirement. We had not applied for a visa because we were only transiting from the ship to the airplane. We knew that without a visa of valid flights out, we would be escorted to the local Chinese police station until we could arrange flights out of the country. For obvious reasons we did not want to experience that situation. We were able to contact a travel agent via e-mail (our phone was not operating as we were at sea in Chin ). Our agent was able to contact British Airways and explain our situation. There was another flight that departed on October 18, which was 13 hours 40 minutes after our original flight. That was Flt BA 160. We were told here are your choices: 1. Pay a change fee of $884 and be down graded to premium economy on both flights, BA 160 and BA 2167 , even though we would be able to make BA 2167 as it did not depart London (LGW) until 11:55 AM on October 18, 2017. 2. Pay an additional $6,388 per person for a total of $12,776 to keep our business class status on both flights. (We had already paid $10,328.26 for these tickets). 3. Disembark the ship and take our chances with Chinese immigration. Option 2 was outrageous, Option 3 frightening. We felt we had no choice but to choose Option 1. The travel agent advised us to explain what had happened when we arrived at the airport at check-in and request our business class seats if they were available. When we checked in at PVG we asked if there were business class seats available. “Yes, several” was the response. We explained what had happened and asked as a courtesy if we could have those vacant seats. “Yes, for a cost of $12,776 “. Of course we refused to pay that amount. We were then charged additional baggage fees because as we had expected to be flying business class, two suitcases were over the 50 lbs limit for economy. While on board during that flight BA160, I went into the business class cabin and saw that there were indeed vacant seats. When we arrived in London we again asked to be seated in our originally purchased seats. Were we on the same flight as originally scheduled, but I was informed that our business class seats had already been assigned to other flyers. Apparently British Airways sold our seats or an upgrade to other passengers at our expense.",negative,neutral,negative,fear,negative,0.033,0.957,0.01,-0.8106,0.009232026,0.4140522875816993,0.013945793,0.06626194,0.001559747,0.10601486265659332,0.8099095225334167,0.002308147
"The flight left on time and arrived early, which was great. The B747-400 fleet of BA needs either replacement or complete refit of the interiors. The aircraft was old and looked it. The food was pretty standard but compared with our earlier Cape Town to London flight much better and more complete, why the lack of consistency is unclear. The inflight entertainment offering is good but the TV screens are small and worn delivering poor quality images. Staff were excellent, efficient and friendly and went out of their way to make the journey more pleasant",positive,positive,positive,joy,positive,0.097,0.639,0.265,0.9738,0.2837962962962963,0.5064814814814815,0.000524073,0.9985731840133667,0.00033417,0.000253373,0.000136831,0.000178394
"Short trip to Vienna in BA Economy Class from Terminal 3. New A320 cabin on the flight out - looks nice and fairly comfortable for a couple of hours. Other than the cheap, highly processed cheese and ham croissant and a coffee you are given it is no different to a low cost airline. Staff service minimal - they served breakfast and collected the leftovers, basically in the cabin twice during the entire 2 hour and 10 minute flight - not even an additional beverage service. I'm sure if they were flogging the drinks it would be different. Return a couple of days later, older aircraft but clean. Same indifferent service, similar processed carbs handed out in silence and 1 drink. This wasn't a cheap ticket (over 200GBP) - I know BA are competing with low cost airlines in Europe but when are they going to realise they aren't a low cost airline? A bit of chat from the staff and a couple of extra coffees would have made all difference to how I felt leaving those flights. BA sadly seem to be falling behind the crowd.",negative,positive,positive,joy,negative,0.065,0.878,0.057,-0.1353,0.08352904,0.5184069865319865,0.15529514849185944,0.7514033317565918,0.006472333,0.052089822,0.033007945865392685,0.001731461
I am one of those crazy people who still (until recently) flew Edinburgh - London Heathrow weekly paying nearly £400 with British Airways as it's the key airport. Now the last flight always comes to a remote stand and the morning flight (boarding 6.15 for 6.50 flight) is onto a bus to a plane that is never ready and always departs late. Holidays in Madeira ended with me and mum sitting on the floor in a departure hall for 5.5hrs. I wrote to BA and got the big fob off. Add insult to injury and no food at all on the plane! So game over for me and any trace of a relationship. It's now tedious & you have to put in all the effort to loyalty with absolutely no return affection!,negative,negative,negative,sadness,negative,0.128,0.831,0.041,-0.8963,-0.155769231,0.48589743589743595,0.6812033653259277,0.11329024285078049,0.002173645,0.17569155991077423,0.026342923,0.001298263
"Montreal to Rome via London with British Airways. Boarded the plane on time (20.30hrs) and sat for six hours on the tarmac while BA tried to clear a glitch in the landing gear system. They finally gave up and cancelled the flight. I had to get to Rome to catch a cruise ship that was departing at 8pm on Tuesday evening, and here I am in Montreal at 1pm Monday, Rome time. British Airways ticket agent refused to help me change my itinerary (""Go to the hotel on the bus and at 2pm today - local time - we will have new itineraries for everyone.""). I tried to explain the urgency to my situation but she cut me off, ""I can't help you, if I help you now I have to help everyone."" When I pressed her further she gave me the BA 800 number, which was closed due to the late hour. Finally I called British Airways Reservations in London, who re-routed me, on American Airlines. The final kick: I put in a claim for a wasted night's guaranteed stay in Rome, and for cancellation compensation. A month later, British Airways advised me that my claim was approved and I would receive payment in two weeks. Since then, nothing for the last 6 weeks. Phone calls to customer support involve at least a 40 minute hold. What a horrid excuse for customer service!",positive,neutral,negative,anger,negative,0.068,0.85,0.082,0.3622,-0.042556818,0.29647727272727276,0.025265075266361237,0.002216955,0.000426629,0.9607749581336975,0.010933463461697102,0.000382996
LHR-PEK-LHR. We travel BA club world often and my overall impression is very good. Yes sometimes the attitude of the staff can be not up to expectations or the food not comparable with some of the Asian airlines but the price you pay for a business class seat with BA is unbeatable. And for me a flat bed on an overnight flight is what matters the most. Contrary to general recommendations when I travel with a companion I prefer the middle seats on the main deck and not the upper deck because by using the screen you can have your own little intimate cabin. And if the flight is not full is so much better than the claustrophobic upper deck. Strongly recommended for a discounted ticket.,positive,positive,positive,joy,positive,0.012,0.862,0.126,0.91,0.13073529411764706,0.4042156862745098,0.048720940947532654,0.8123548030853271,0.073314391,0.057369877,0.006651028,0.001588912
"London to Zurich. The airline isn’t bad. Their boarding procedure was very good, though the aircraft was very old. I know it is one of the oldest, and personally I enjoyed it. But if I have to be realistic, it’s very old, loud and uncomfortable. The service isn’t good either, you don’t even get a cup of water. It’s great to hop to London, but don’t expect any kind of special treatment or service.",positive,positive,positive,joy,positive,0.063,0.749,0.188,0.9044,0.2661507936507937,0.6351190476190477,0.000273729,0.9983828067779541,0.000846057,0.000168672,0.000107249,0.000221522
"This flight was one of the worst I have ever had in my life. I wanted to pamper myself, so I bought business class. I was looking forward to my new experience. I will not mention the chaos of changing gates several times, as these things may happen. What surprised me was the lack of attention to passengers. The flight was delayed by almost 3 hours. Even though staff offered vouchers, we had no idea where to get them, and we were told that we only had about 10 minutes to use them because boarding had already begun. Firstly, I did not see anyone with the voucher, and secondly, even if we got it, we were not able to use it. When I finally got to the airport, there was another waiting for about 30 minutes after cross check. Meantime, we were told that due to problems, they did not load any food, so the flight will be without any food on board. The only food offered and given to everyone on the plane was a small bag of nuts. As a business class passenger, I was offered drinks only. All in all, my business class contained 3 small glasses of juice.   I received no apology or compensation from the company at all. It was a disgraceful and cheap service for a very expensive price. ",negative,negative,neutral,surprise,negative,0.07,0.909,0.021,-0.8674,-0.096390374,0.5939928698752228,0.027789469808340073,0.087913767,0.002828834,0.13906772434711456,0.11244514584541321,0.629954994
"BA34 KUL-LHR 6 Sept, return BA11 LHR-SIN-KUL on 16 Sept. All flights in World Traveller Plus with the exception of SIN-KUL on MH economy. On the KUL-LHR leg, the aircraft was clean and spacious in the PY cabin. The seats were the biggest let down. Whilst there was adequate legroom, they were hard and uncomfortable, especially when reclined with virtually no lumbar support. The headrest did not move at all. The seats taper at the waist which is odd and given that they are quite wide, there is very little storage apart from the usual pocket which I think is a missed opportunity by BA to maximise utilisation of space. The food was okay, you get two meals, the first being quite substantial but the second was a joke. IFE was okay but the best part of the journey was the staff who were pleasant and obliging. The return flight was on an A380. Excellent boarding procedure as it was a full flight. Again, seats were the same but the A380 has that wonderful storage space on the upper cabin. Staff were less conspicuous this time around. Overall, I would recommend them but attention needs to be paid to their seats.",positive,positive,positive,joy,positive,0.041,0.801,0.158,0.9827,0.18082729468599032,0.46763285024154594,0.000337747,0.9986427426338196,0.000522371,0.000174251,0.00012574,0.000197199
"British Airways is taking reservations and then cancelling flights without giving any reasons. We had further plans that all needed to be cancelled because of the flights. BA did nothing to ease the process and offered absolutely no explanation of why the flight was cancelled, I am not going to travel on BA again and may not travel again this year at all.",negative,neutral,negative,sadness,negative,0.179,0.821,0,-0.8569,-0.033333333,0.4666666666666666,0.8443204164505005,0.009044131,0.000965728,0.12863747775554657,0.016018403694033623,0.001013845
"Have flown previously in British Airways Business Class. Flew in World Traveler economy class on this trip, with adult children on their first flight to England. Loading was chaotic. Seated middle four seat section, row 49. No air conditioning in cabin. Several of us complained about heat and lack of air flow. Did not get answer from stewardess until an hour into the flight. Took 3 hours before air conditioning kicked in. No room under the seat to store handbag. Seats appear to be smaller. When person in row in front of me reclined, I had minimal room to move or to access my purse. Little attention from cabin attendants. Told them I was getting dizzy from lack of cool air, and they allowed me to move to seat in galley where air was cooler from Business Class seats. Food served was terrible. No advance menu to choose from. No individual lighting or air. I thought it was my worst experience until immigration 2.5 hour wait in line to clear immigration / customs. Our prepaid taxi waited 90 minutes and then left. Horrible experience. The return flight was worse. Delayed 1.5 hours on the ground due to no air conditioning in Coach seating again, though First and Business had it. They brought us water in the last 30 minutes. Will never fly British Airways again.",negative,negative,negative,sadness,negative,0.155,0.825,0.019,-0.9837,-0.157386364,0.4155303030303031,0.8265852928161621,0.001461498,0.00052018,0.1614534556865692,0.009279329,0.000700341
"London to Philadelphia. Having booked business class and paid the non refundable fee, British Airways would not let me check in on line. When I reached Terminal 5 they bumped me due to overbooking. They offered me a downgrade that I could not accept for health reasons. If they had told me they were overbooked when I tried to check in online, I could have rerouted via New York and still arrived in time for an important meeting. As it was, I arrived 7 hours late and missed my meeting. British Airways only cares about maximising its profits. It cares nothing for its passengers. I have been a loyal customer of BA for over 50 years. For many years I was a gold card holder and this is how they treat me. They sold me a product and then sold the same product to someone else after I had paid the full and non refundable fare. They used to be good. their strapline, ""The World's Favourite Airline"" was not far from the truth. No longer! They are rapidly becoming the world's least favourite airline",positive,positive,positive,love,negative,0.033,0.852,0.116,0.9414,0.13881313131313133,0.5525252525252525,0.010750514455139637,0.3827328383922577,0.5307035446166992,0.071632937,0.002111268,0.002068907
"London to Nashville. The worst airline Trans-Atlantic. Despite looking forward to flying on this new route to Nashville, British Airways ruined this trip. The flight was delayed by over three hours, whilst they ostensibly replaced the damaged aircraft with an inbound Boeing 787-9 from San Jose. The airplane was filthy dirty in Club Class, which is bad enough having to suffer the awful, dated, Club Class ying-yang facing, narrow seats with divider. Business Class on British Airways is the worst of any airline. The WIFI was out of service. On late arrival in Nashville, my luggage arrived soaking wet, and I was unable to change clothes. On my return to the UK, I contacted British Airways Customer Relations to seek compensation, and got the usual pathetic, mainly computer generated, insincere apology. I am now forced to haggle with British Airways, and endure their woeful so-called Customer Relations department. It is a real shame to witness the decline of this national carrier. British Airways treat their premium class customers with contempt. This is what happens when an airline has a monopoly from Heathrow. ",negative,negative,negative,anger,negative,0.222,0.76,0.018,-0.9925,-0.329407713,0.47293388429752076,0.2581228017807007,0.001511064,0.000816324,0.7363830804824829,0.002531116,0.000635636
"My first long haul flight with British Airways for some years and what a mistake! I flew Premium Economy expecting it to be on par with its competitors especially Lufthansa or Virgin Atlantic - not so at all. At the airport, it took over 1 hour to check-in; there was no dedicated premium economy check in nor a premium economy boarding queue at the gate either; perhaps the plane would be a little special? No, not at all, it was an old Boeing 777 that had been designed to maximise seats at the expense of comfort; the cramped space of the premium economy cabin with its 2-4-2 seating was comparable to economy and was light years behind the modern and spaciousness of other airlines, and sitting in a middle row seat meant you could not physically squeeze past the person next to you to the aisle unless you woke the person up or you took your chance to stand over them and hope you manoeuvred successfully. Stupidly I had thought that competition would eliminate most differences between airlines. How wrong I was - avoid British Airways on the Hong Kong route if you are flying on a Boeing 777. My advise is to check the plane type before booking or you will suffer an expensive 13 hour flight reminiscent of over 20 years ago!",negative,neutral,positive,joy,negative,0.071,0.876,0.053,-0.6436,-0.04787415,0.4320294784580499,0.029017962515354156,0.7595252990722656,0.002689804,0.18945477902889252,0.015872749,0.003439413
"Lots of cancellations and delays and no one apologized. Edinburgh to London on Feb 14th, 2023, our original flight was cancelled, and the rebooked one was cancelled as well, the third rebooked one was supposed to departure at 12:50 and had several delays until 2:24. Then we had to wait 57 minutes for our luggage to arrive.",negative,positive,negative,sadness,negative,0.128,0.802,0.069,-0.4141,0.125,0.25,0.7863507866859436,0.00814078,0.001199605,0.19285240769386292,0.01067052,0.000785882
"Cabin luggage had to go to cargo, even when I said I carried medicines. There was no time to get them out the hand luggage. The economy seats with Virgin Atlantic, KLM and even Ryanair have more space. Luckily it was a short flight.",positive,positive,negative,anger,negative,0.044,0.82,0.136,0.6786,0.27777777777777773,0.5444444444444445,0.090938151,0.38520097732543945,0.003425417,0.40793830156326294,0.10883007943630219,0.003667116
"London Heathrow to Krakow. I am a one world emerald member on AA so I get certain perks when flying British Airways such as free seat selection, lounge use and priority boarding - that makes this airline bearable - just. They are obsessed with carry on bags much like Ryanair giving out silly yellow tags for carry on bags and checking carry on sizes - not sure what it does for them as it only increases their bag handling costs. Their seats are no better than anyone else and their pitch just as tight. What used to set BA apart was their inflight service - even in coach a sandwich or something - this has degraded to nothing, zero - even a soft drink is charged. So I asked for water, I was offered an Evian for $5 - no thanks just plain water. Ok sir we will come back to you after we serve everyone else. Of course he never came back - 2.5 hour flight and not even allowed a cup of water. BA are listed as a 4 star airline,  AA are a 3 star yet AA now have better inflight service than BA by a country mile. BA are a bottom tier airline and nothing more to the average flier.",positive,neutral,negative,anger,negative,0.057,0.871,0.073,0.5704,0.012925170068027212,0.44896069538926675,0.00504094,0.07006672,0.020042963325977325,0.8928017616271973,0.00891639,0.003131232
"Back in December my family and I as we were getting onto the plane were refused. Even though we had boarding passes and seats allocated and had booked 6 months in advance we were refused. It turns out that someone had not turned up to work and they couldn't let all the passengers on the plane. So quite randomly (not) 9 people were selected and turned away. We were selected as we had no check in luggage and it was easier to boot us off despite them not knowing my circumstances, if I had connecting flights in London etc. I sought compensation from BA (which I was told I could do) and what an absolute nightmare this process has been. They wouldn't acknowledge my complaint for my family until I had an authorisation letter from them saying I could act on their behalf. Even though, I booked and paid for the tickets. So, I uploaded the authorisation letter no less than 10 times. Every time they told me they received it and every time I followed it up they told me they hadn't. There was no other way except to post from Australia to the UK to some office. Eventually, it finally go through to them. I have now chased up the reimbursement four times. Each time they tell me it has been sent and to be patient. Today they tell me that they need to check my account details. So, again, I send them the same information that I have done before. AND I wait patiently for my reimbursement. I am convinced that their business model is for you to get so frustrated you just go away. Well, you know what I won't.",negative,neutral,negative,anger,negative,0.044,0.918,0.038,-0.4196,-0.044907407,0.37407407407407406,0.001835277,0.006227467,0.000483255,0.9849803447723389,0.006190429,0.000283212
Our flight from London to Boston was okay. Disappointed to only be able to sit in middle of row of 10. Annoying to have to pay extra to have a window seat. Also catering on board is disappointing with only one meal plus a biscuit but crew were friendly and helpful. The return flight was different. Staff not particularly helpful. Person in front reclined seat fully and I wasn't able to fit food tray in. Crew member said I was causing problems for the man in front when I requested he put his seat up to eat. Also armrests did not lift up leaving less than 6 inches between seat in front and armrest meaning I was literally trapped in my seat for 6 hours. Not comfortable and unsafe in an emergency. We had one drinks trolley followed by a meal around an hour later. Staff then disappeared and only water or juice available for rest of flight. Will not use BA again. Delta and Virgin flights offer much better service.,negative,neutral,positive,joy,negative,0.153,0.78,0.067,-0.9365,0.017857142857142863,0.5142857142857143,0.000772573,0.9945467710494995,0.002237355,0.001696797,0.000417997,0.000328512
I flew club world from JHB to LHR on 21/01 on the 747. The flight experience overall was a good one. Sitting on the upper deck of 747 is definitely a must as its a fair bit quieter than the main deck. The check in was a breeze and the staff at the desk were very friendly especially considering I was travelling with loads of luggage bicycle etc. I didn't use the lounge as I know the one in JNB is not very good. The boarding took place on time and we were offered pre takeoff drinks soon after seating. Take off was a bit delayed but smooth non the less. The food leaves a lot to be desired on BA I had the Salmon main course which was very bland. The up side the champagne was perfectly chilled and the desert was yummy. The seat configuration is not the best as you are facing your neighbour. The seat in the lounging position is very comfy but is a bit narrow for sleeping it's also a bit short for taller individuals such as myself. Arrival at T5 was very smooth as I used the fast track lane from landing to climbing in the taxi was less than 30 min. I would definitely fly BA again but they do need to look into the quality of food and the seat configurations for future upgrades.,positive,positive,positive,joy,positive,0.031,0.864,0.106,0.96,0.22173344017094013,0.47860576923076925,0.000432942,0.996700108,0.001717985,0.000740797,0.000218275,0.000189812
"Vancouver to London, we were upgraded to business class at the airport. The staff were absolutely delightful and had a fabulous trip. Really they could not have been more helpful and I would recommend them. ",positive,positive,positive,joy,positive,0,0.703,0.297,0.9199,0.5249999999999999,0.675,0.000248039,0.9970965385437012,0.001170096,0.000172642,0.000142398,0.001170333
LIS-LHR-VIE on Dec. 8 both legs on an Airbus 320 in Club Europe (Business Class) - both legs on time seats were Economy seats with the middle seat left unsold and featuring the new slim seats which are less comfortable and have a reduced seat pitch – Check-in in LIS was handled by rather surly agents which was untypical for an otherwise friendly airport but Business class waiting lines were very short so overall it was OK. LIS-LHR leg was with a rather lacklustre and inattentive European fleet crew after the initial service of food and drinks further service consisted of clearing the dishes and on board sales. Other than that Business class flight attendants were behind the curtain reading magazines chatting and rather attending to themselves than the passengers. At 11 am the Business Class food served was a plate cold cuts a roll and three thin slices of fruit (basically a make yourself sandwich on a plate). Extremely disappointing and poor for a lunch flight scheduled to arrive in Heathrow after 1 pm. On the LHR-VIE leg service was“afternoon tea”meaning again sandwiches. However this time at least it was more appropriate due to time of day. Full bar service on both flights and the French white wine served was ok. The mixed fleet crew on the second leg was more interested in its job and up to BA standards regarding friendliness and attentiveness. Transfer procedures in LHR Terminal 3 were fast and friendly even the extra security checks required for all transfers at LHR (even Intra-EU) were hassle free and easy. BA’s Galleries Lounge in LHR T3 was again an oasis of rest amid a busy airport; comfortable with excellent drink selection and decent food selection including several good warm choices such as various curries. In Lisbon Portela BA uses the shared Blue Lounge which is small and offerings are rather limited; some limited snacks ok drinks but at least good Nespresso coffee. Although small it was not crowded which is a plus. So BA delivered a good basic product for economy standards but I fail to see any real Business Class service offered here (not seat wise not meal wise not service wise). The only saving grace was the Galleries Lounge in Heathrow T3 and the better service on the LHR-VIE leg. Not recommended for Business Class within Europe based on this experience. (Oneworld Sapphire).,positive,positive,positive,joy,neutral,0.071,0.79,0.138,0.9864,0.1397842594563906,0.4511791214250231,0.005328192,0.9869084358215332,0.002127622,0.004245648,0.001005073,0.000384921
"I was horrified by the extremely small seats and the poor training that the crew clearly receives. Not one of them exuded any kind of warmth or expressed any desire to make our journey pleasant. The seats were so narrow that regardless of the size of your neighbors you are forced to touch each other constantly, if the seat in front of you is reclined you have no choice but to recline your own, or else you are breathing in the head/ scalp of the person in front of you. Food was revolting, they don't even provide napkins unless you ask with the pre-meal drinks and the secondary meal. The last time I flew BA it was a completely other experience and I was so sorry to see how far the quality level has slid. It was really majorly disappointing and I regret that I have already purchased 2 other intercontinental trips with the company. I will now have to see if I can change them. The pathetic 250 ml bottle of water, it's just a sip. On the shorter flights the seats couldn't even be reclined which was a great pity since the flight was delayed by almost 3 hours and we had to wait on board.",negative,negative,negative,sadness,negative,0.123,0.82,0.057,-0.9405,-0.054583333,0.5662499999999999,0.971387506,0.008392676,0.000606347,0.018517600372433662,0.000716066,0.000379785
